WORD,VADER,STD
freebooting,-0.2,1.249
freeborn,0.3,0.74833
freed,0.425,1.34536
freedman,0.275,0.9434
freedmen,0.175,0.78102
freedom,0.8,0.9798
freedoms,0.3,1.07703
freedwoman,0.4,1.74356
freedwomen,0.325,0.78102
freeform,0.225,0.83066
freehand,0.125,0.80623
freehanded,0.35,0.91652
freehearted,0.375,0.67082
freehold,0.175,0.78102
freeholder,0.125,0.5
freeholders,0.025,0.83066
freeholds,0.25,0.63246
freeing,0.525,1.04403
freelance,0.3,1.66132
freelanced,0.175,1.00499
freelancer,0.275,1.04403
freelancers,0.1,0.66332
freelances,0.175,0.9
freelancing,0.1,0.66332
freeload,-0.475,1.04403
freeloaded,-0.4,0.8
freeloader,-0.175,1.00499
freeloaders,-0.025,1.57797
freeloading,-0.325,2.0025
freeloads,-0.325,0.9
freely,0.475,0.53852
freeman,0.425,0.78102
freemartin,-0.125,0.92195
freemasonries,0.175,0.78102
freemasonry,0.075,0.64031
freemen,0.375,0.67082
freeness,0.4,0.66332
freenesses,0.425,0.78102
freer,0.275,0.7
freers,0.25,0.89443
frees,0.3,0.6
freesia,0.1,0.91652
freesias,0.1,0.66332
freest,0.4,1.28062
freestanding,0.275,0.83066
freestyle,0.175,0.9
freestyler,0.1,0.91652
freestylers,0.2,0.87178
freestyles,0.075,0.64031
freethinker,0.25,0.63246
freethinkers,0.25,0.7746
freethinking,0.275,0.7
freeware,0.175,1.48661
freeway,0.05,0.6
freewheel,0.125,1.11803
freewheeled,0.075,0.78102
freewheeler,0.05,0.87178
freewheelers,-0.075,1.00499
freewheeling,0.125,1.11803
freewheelingly,0.2,0.87178
freewheels,0.15,0.91652
freewill,0.25,0.7746
freewriting,0.2,1.07703
freeze,0.05,0.9798
freezers,-0.025,0.3
freezes,-0.025,1.13578
freezing,-0.1,1.28062
freezingly,-0.4,0.4899
frenzy,-0.325,1.48661
fresh,0.325,0.45826
friend,0.55,0.6
friended,0.425,0.78102
friending,0.45,1.07703
friendless,-0.375,0.67082
friendlessness,-0.075,2.05183
friendlier,0.5,0.63246
friendlies,0.55,0.74833
friendliest,0.65,0.91652
friendlily,0.45,0.74833
friendliness,0.5,0.7746
friendly,0.55,0.6
friends,0.525,0.53852
friendship,0.475,0.53852
friendships,0.4,0.91652
fright,-0.4,1.35647
frighted,-0.35,0.91652
frighten,-0.35,0.8
frightened,-0.475,0.7
frightening,-0.55,0.9798
frighteningly,-0.525,0.7
frightens,-0.425,0.78102
frightful,-0.575,0.78102
frightfully,-0.425,0.78102
frightfulness,-0.475,0.7
frighting,-0.375,0.67082
frights,-0.275,0.83066
frisky,0.25,1.48324
frowning,-0.35,1.42829
frustrate,-0.5,0.63246
frustrated,-0.6,0.66332
frustrates,-0.475,0.7
frustrating,-0.475,0.83066
frustratingly,-0.5,0.63246
frustration,-0.525,0.7
frustrations,-0.5,0.7746
fuck,-0.625,1.20416
fucked,-0.85,0.66332
fucker,-0.825,0.78102
fuckers,-0.725,0.9434
fuckface,-0.8,1.07703
fuckhead,-0.775,1.04403
fucks,-0.525,1.13578
fucktard,-0.775,0.9434
fud,-0.275,1.37477
fuked,-0.625,0.92195
fuking,-0.8,0.9798
fulfill,0.475,1.04403
fulfilled,0.45,0.87178
fulfills,0.25,1.09545
fume,-0.3,1.16619
fumed,-0.45,0.87178
fumeless,0.075,0.64031
fumelike,-0.175,1.18743
fumer,0.175,0.9
fumers,-0.2,0.6
fumes,-0.025,1.13578
fumet,0.1,1.0198
fumets,-0.1,0.66332
fumette,-0.15,1.11355
fuming,-0.675,0.64031
fun,0.575,0.45826
funeral,-0.375,1.74642
funerals,-0.4,2.2891
funky,-0.1,1.62481
funned,0.575,0.9
funnel,0.025,0.53852
funneled,0.025,0.3
funnelform,0.125,0.80623
funneling,-0.025,0.3
funnelled,-0.025,0.3
funnelling,0.025,0.3
funnels,0.1,0.66332
funner,0.55,0.74833
funnest,0.725,0.7
funnier,0.425,1.00499
funnies,0.325,1.00499
funniest,0.65,0.8
funnily,0.475,0.53852
funniness,0.45,0.9798
funninesses,0.4,0.91652
funning,0.45,0.9798
funny,0.475,0.53852
funnyman,0.35,0.4899
funnymen,0.325,1.1
furious,-0.675,1.41774
furiously,-0.475,1.04403
fury,-0.675,0.78102
futile,-0.475,0.83066
gag,-0.35,1.0198
gagged,-0.325,1.55242
gain,0.6,0.4899
gained,0.4,0.66332
gaining,0.45,0.4
gains,0.35,0.4899
gallant,0.425,1.1
gallantly,0.475,0.53852
gallantry,0.65,0.8
geek,-0.2,0.9798
geekier,0.05,1.4
geekiest,-0.025,0.9434
geeks,-0.1,0.91652
geeky,-0.15,0.91652
generosities,0.65,0.4899
generosity,0.575,0.64031
generous,0.575,0.78102
generously,0.45,0.74833
generousness,0.6,0.91652
genial,0.45,0.6
gentle,0.475,0.53852
gentler,0.35,0.4899
gentlest,0.45,0.4
gently,0.5,0.7746
ghost,-0.325,1.34536
giddy,-0.15,1.62481
gift,0.475,0.53852
giggle,0.45,0.9798
giggled,0.375,1.20416
giggler,0.15,0.8
gigglers,0.35,0.4899
giggles,0.2,1.249
gigglier,0.25,1.09545
giggliest,0.425,1.26886
giggling,0.375,0.5
gigglingly,0.275,1.37477
giggly,0.25,1.41421
giver,0.35,0.66332
givers,0.425,1.34536
giving,0.35,1.0198
glad,0.5,0.63246
gladly,0.35,0.4899
glamor,0.525,0.9434
glamorise,0.325,1.1
glamorised,0.45,0.74833
glamorises,0.525,1.04403
glamorising,0.3,1.16619
glamorization,0.4,0.91652
glamorize,0.425,1.1
glamorized,0.525,1.04403
glamorizer,0.6,1.0198
glamorizers,0.4,1.11355
glamorizes,0.6,1.2
glamorizing,0.45,1.16619
glamorous,0.575,0.78102
glamorously,0.525,1.04403
glamors,0.35,0.66332
glamour,0.6,0.91652
glamourize,0.2,1.32665
glamourless,-0.4,1.49666
glamourous,0.5,0.7746
glamours,0.475,0.83066
glee,0.8,0.4
gleeful,0.725,0.53852
gloom,-0.65,0.66332
gloomed,-0.475,0.7
gloomful,-0.525,0.9434
gloomier,-0.375,1.20416
gloomiest,-0.45,2.03961
gloominess,-0.45,0.6
gloominesses,-0.25,1.09545
glooming,-0.45,0.74833
glooms,-0.225,1.57797
gloomy,-0.15,1.56205
gloried,0.6,1.0198
glories,0.525,1.3
glorification,0.5,0.89443
glorified,0.575,0.9
glorifier,0.575,1.00499
glorifiers,0.4,1.0198
glorifies,0.55,0.9798
glorify,0.675,0.78102
glorifying,0.6,1.28062
gloriole,0.375,1.36015
glorioles,0.3,0.87178
glorious,0.8,0.6
gloriously,0.725,0.83066
gloriousness,0.65,1.0198
glory,0.625,0.80623
glum,-0.525,0.7
gn8,0.15,0.66332
god,0.275,1.51327
goddam,-0.625,1.28452
goddammed,-0.6,0.91652
goddamn,-0.525,1.75784
goddamned,-0.45,2.03961
goddamns,-0.525,1.51327
goddams,-0.475,1.92094
godsend,0.7,0.87178
good,0.475,0.9434
goodness,0.5,1.54919
gorgeous,0.75,0.63246
gorgeously,0.575,0.78102
gorgeousness,0.725,0.9434
gorgeousnesses,0.525,0.7
gossip,-0.175,0.45826
gossiped,-0.275,0.53852
gossiper,-0.275,0.7
gossipers,-0.275,0.53852
gossiping,-0.4,0.4899
gossipmonger,-0.25,1.41421
gossipmongers,-0.35,0.66332
gossipped,-0.325,0.9
gossipping,-0.45,0.6
gossipries,-0.2,0.6
gossipry,-0.3,1.16619
gossips,-0.325,0.64031
gossipy,-0.325,0.78102
grace,0.45,0.4
graced,0.225,1.04403
graceful,0.5,0.63246
gracefuller,0.55,0.74833
gracefullest,0.7,0.74833
gracefully,0.6,0.66332
gracefulness,0.55,0.6
graces,0.4,0.4899
gracile,0.425,0.78102
graciles,0.15,0.8
gracilis,0.1,0.66332
gracility,0.3,0.87178
gracing,0.325,0.9
gracioso,0.25,0.63246
gracious,0.65,0.8
graciously,0.575,0.9
graciousness,0.6,0.66332
grand,0.5,0.63246
grandee,0.275,0.83066
grandees,0.3,0.87178
grander,0.425,0.9
grandest,0.6,1.2
grandeur,0.6,1.11355
grandeurs,0.525,1.3
grant,0.375,0.80623
granted,0.25,1.09545
granting,0.325,0.45826
grants,0.225,0.7
grateful,0.5,0.63246
gratefuller,0.45,0.87178
gratefully,0.525,0.53852
gratefulness,0.55,0.6
graticule,0.025,0.3
graticules,0.05,0.6
gratification,0.4,0.8
gratifications,0.45,0.4
gratified,0.4,0.91652
gratifies,0.375,0.80623
gratify,0.325,1.00499
gratifying,0.575,0.45826
gratifyingly,0.5,0.63246
gratin,0.1,0.91652
grating,-0.1,0.4899
gratingly,-0.05,1.6
gratings,-0.2,0.9798
gratins,0.05,0.6
gratis,0.05,0.9798
gratitude,0.575,0.64031
gratz,0.5,0.89443
grave,-0.4,1.62481
graved,-0.225,1.13578
gravel,-0.125,0.5
graveled,-0.125,0.80623
graveless,-0.325,1.34536
graveling,-0.1,1.28062
gravelled,-0.225,0.53852
gravelling,-0.1,1.11355
gravelly,-0.225,0.7
gravels,-0.125,0.80623
gravely,-0.375,1.0247
graven,-0.225,1.22066
graveness,-0.375,0.67082
graver,-0.275,1.22066
gravers,-0.3,1.6
graves,-0.3,1.07703
graveside,-0.2,0.6
gravesides,-0.4,1.2
gravest,-0.325,1.9
gravestone,-0.175,0.78102
gravestones,-0.125,0.5
graveyard,-0.3,0.87178
graveyards,-0.3,0.87178
great,0.775,0.7
greater,0.375,0.67082
greatest,0.8,0.74833
greed,-0.425,1.61555
greedier,-0.5,0.63246
greediest,-0.7,0.87178
greedily,-0.475,1.22066
greediness,-0.425,1.00499
greeds,-0.25,1.18322
greedy,-0.325,1.48661
greenwash,-0.45,1.4
greenwashing,-0.1,0.91652
greet,0.325,0.64031
greeted,0.275,0.9434
greeting,0.4,0.4899
greetings,0.45,1.07703
greets,0.15,0.66332
grey,0.05,0.4
grief,-0.55,0.6
grievance,-0.525,0.53852
grievances,-0.375,0.5
grievant,-0.2,1.249
grievants,-0.275,0.83066
grieve,-0.4,1.49666
grieved,-0.5,0.89443
griever,-0.475,0.83066
grievers,-0.075,1.55242
grieves,-0.525,0.9434
grieving,-0.575,1.1
grievous,-0.5,1.84391
grievously,-0.425,1.55242
grievousness,-0.675,0.78102
grim,-0.675,0.64031
grimace,-0.25,2.14476
grimaced,-0.5,0.63246
grimaces,-0.45,0.74833
grimacing,-0.35,1.56205
grimalkin,-0.225,1.04403
grimalkins,-0.225,0.9434
grime,-0.375,0.92195
grimed,-0.3,0.74833
grimes,-0.25,0.7746
grimier,-0.4,1.0198
grimiest,-0.175,2.05183
grimily,-0.175,1.61555
griminess,-0.4,0.4899
griming,-0.175,1.55242
grimly,-0.325,1.55242
grimmer,-0.375,1.36015
grimmest,-0.2,1.72047
grimness,-0.2,1.98997
grimy,-0.45,0.87178
grin,0.525,0.83066
grinned,0.275,0.9434
grinner,0.275,0.83066
grinners,0.4,0.8
grinning,0.375,1.0247
grins,0.225,1.92094
gross,-0.525,1.51327
grossed,-0.1,1.11355
grosser,-0.075,1.41774
grosses,-0.2,1.77764
grossest,-0.525,0.83066
grossing,-0.075,1.79165
grossly,-0.225,1.44568
grossness,-0.45,0.6
grossular,-0.075,1.34536
grossularite,-0.025,1.13578
grossularites,-0.175,1.26886
grossulars,-0.075,0.45826
grouch,-0.55,0.87178
grouched,-0.2,0.9798
grouches,-0.225,1.13578
grouchier,-0.5,0.63246
grouchiest,-0.575,0.78102
grouchily,-0.35,1.56205
grouchiness,-0.5,0.7746
grouching,-0.425,1.1
grouchy,-0.475,0.7
growing,0.175,0.64031
growth,0.4,1.0198
guarantee,0.25,1.0
guilt,-0.275,1.22066
guiltier,-0.5,0.63246
guiltiest,-0.425,1.79165
guiltily,-0.275,1.57797
guiltiness,-0.45,0.6
guiltless,0.2,1.53623
guiltlessly,0.175,1.18743
guiltlessness,0.15,1.42829
guilts,-0.35,0.66332
guilty,-0.45,0.6
gullibility,-0.4,0.66332
gullible,-0.375,0.67082
gun,-0.35,1.49666
h8,-0.675,1.00499
ha,0.35,0.8
hacked,-0.425,1.00499
haha,0.5,0.89443
hahaha,0.65,1.0198
hahas,0.45,0.9798
hail,0.075,0.9
hailed,0.225,0.83066
hallelujah,0.75,0.7746
handsome,0.55,0.74833
handsomely,0.475,0.7
handsomeness,0.6,1.28062
handsomer,0.5,0.63246
handsomest,0.65,0.91652
hapless,-0.35,1.11355
haplessness,-0.35,1.0198
happier,0.6,0.66332
happiest,0.8,0.74833
happily,0.65,0.91652
happiness,0.65,0.4899
happing,0.275,0.83066
happy,0.675,0.9
harass,-0.55,0.6
harassed,-0.625,0.80623
harasser,-0.6,0.8
harassers,-0.7,0.6
harasses,-0.625,0.80623
harassing,-0.625,1.62788
harassment,-0.625,0.67082
harassments,-0.65,0.4899
hard,-0.1,1.2
hardier,-0.15,1.68523
hardship,-0.325,1.84662
hardy,0.425,1.00499
harm,-0.625,0.80623
harmed,-0.525,0.83066
harmfully,-0.65,0.91652
harmfulness,-0.65,0.8
harming,-0.65,0.66332
harmless,0.25,0.7746
harmlessly,0.35,1.2
harmlessness,0.2,1.16619
harmonic,0.45,0.87178
harmonica,0.15,0.8
harmonically,0.525,1.13578
harmonicas,0.025,0.3
harmonicist,0.125,0.92195
harmonicists,0.225,1.3
harmonics,0.375,1.0247
harmonies,0.325,0.9
harmonious,0.5,1.09545
harmoniously,0.475,0.9434
harmoniousness,0.45,0.6
harmonise,0.45,0.74833
harmonised,0.325,0.9
harmonising,0.35,0.66332
harmonium,0.225,1.22066
harmoniums,0.2,0.9798
harmonization,0.475,0.83066
harmonizations,0.225,0.9434
harmonize,0.425,0.78102
harmonized,0.4,0.91652
harmonizer,0.4,0.8
harmonizers,0.4,1.11355
harmonizes,0.375,0.92195
harmonizing,0.35,0.66332
harmony,0.425,0.45826
harms,-0.55,1.6
harried,-0.35,0.4899
harsh,-0.475,0.7
harsher,-0.55,0.6
harshest,-0.725,0.83066
hate,-0.675,1.00499
hated,-0.8,0.6
hateful,-0.55,1.249
hatefully,-0.575,0.78102
hatefulness,-0.9,0.4899
hater,-0.45,0.6
haters,-0.55,0.6
hates,-0.475,0.7
hating,-0.575,1.1
hatred,-0.8,0.9798
haunt,-0.425,1.00499
haunted,-0.525,0.7
haunting,-0.275,0.83066
haunts,-0.25,1.41421
havoc,-0.725,0.7
healthy,0.425,0.9
heartbreak,-0.675,0.78102
heartbreaker,-0.55,1.07703
heartbreakers,-0.525,0.9434
heartbreaking,-0.5,1.73205
heartbreakingly,-0.45,2.08806
heartbreaks,-0.45,1.77764
heartbroken,-0.825,0.45826
heartfelt,0.625,0.5
heartless,-0.55,0.74833
heartlessly,-0.7,0.6
heartlessness,-0.7,0.87178
heartwarming,0.525,1.22066
heaven,0.575,1.18743
heavenlier,0.75,0.63246
heavenliest,0.675,1.1
heavenliness,0.675,0.9
heavenlinesses,0.575,2.2383
heavenly,0.75,0.63246
heavens,0.425,1.18743
heavenward,0.35,1.35647
heavenwards,0.3,1.32665
heavyhearted,-0.525,0.83066
heh,-0.15,1.28062
hell,-0.9,0.66332
hellish,-0.8,0.74833
help,0.425,0.78102
helper,0.35,0.8
helpers,0.275,0.83066
helpful,0.45,0.87178
helpfully,0.575,0.9
helpfulness,0.475,1.13578
helping,0.3,0.6
helpless,-0.5,0.63246
helplessly,-0.35,0.4899
helplessness,-0.525,0.9434
helplessnesses,-0.425,0.64031
helps,0.4,0.4899
hero,0.65,0.8
heroes,0.575,0.9
heroic,0.65,0.8
heroical,0.725,1.04403
heroically,0.6,0.8
heroicomic,0.25,1.0
heroicomical,0.275,0.83066
heroics,0.6,0.8
heroin,-0.55,1.83303
heroine,0.675,1.1
heroines,0.45,1.32665
heroinism,-0.5,2.0
heroism,0.7,0.6
heroisms,0.55,0.87178
heroize,0.525,0.7
heroized,0.5,1.18322
heroizes,0.55,0.9798
heroizing,0.475,1.64012
heron,0.025,0.3
heronries,0.175,1.1
heronry,0.025,0.9434
herons,0.125,1.0247
heros,0.325,1.18743
hesitance,-0.225,0.3
hesitancies,-0.25,0.63246
hesitancy,-0.225,0.53852
hesitant,-0.25,0.7746
hesitantly,-0.3,0.4
hesitate,-0.275,0.53852
hesitated,-0.325,0.9
hesitater,-0.35,0.66332
hesitaters,-0.35,0.4899
hesitates,-0.35,0.4899
hesitating,-0.35,0.66332
hesitatingly,-0.375,0.80623
hesitation,-0.275,0.53852
hesitations,-0.275,0.53852
hid,-0.1,0.4899
hide,-0.175,0.64031
hides,-0.175,0.9
hiding,-0.3,0.4
highlight,0.35,0.91652
hilarious,0.425,1.41774
hindrance,-0.425,0.78102
hoax,-0.275,1.04403
holiday,0.425,1.18743
holidays,0.4,1.0198
homesick,-0.175,1.67631
homesickness,-0.45,1.249
homesicknesses,-0.45,0.6
honest,0.575,0.9
honester,0.475,0.7
honestest,0.75,0.7746
honesties,0.45,1.07703
honestly,0.5,0.63246
honesty,0.55,0.6
honor,0.55,1.16619
honorability,0.55,0.4
honorable,0.625,0.67082
honorableness,0.55,0.87178
honorably,0.6,0.66332
honoraria,0.15,0.8
honoraries,0.375,1.5
honorarily,0.475,0.7
honorarium,0.175,1.48661
honorariums,0.25,1.0
honorary,0.35,0.91652
honored,0.7,0.87178
honoree,0.525,0.7
honorees,0.575,0.78102
honorer,0.425,0.78102
honorers,0.325,0.45826
honorific,0.35,1.2
honorifically,0.55,0.74833
honorifics,0.425,0.78102
honoring,0.575,0.64031
honors,0.575,0.64031
honour,0.675,0.78102
honourable,0.525,0.53852
honoured,0.55,1.249
honourer,0.45,0.87178
honourers,0.4,1.0198
honouring,0.525,0.3
honours,0.55,0.87178
hooligan,-0.375,0.5
hooliganism,-0.525,0.83066
hooligans,-0.275,1.22066
hooray,0.575,0.9
hope,0.475,0.53852
hoped,0.4,0.4899
hopeful,0.575,0.78102
hopefully,0.425,0.78102
hopefulness,0.4,1.35647
hopeless,-0.5,1.78885
hopelessly,-0.55,0.74833
hopelessness,-0.775,0.7
hopes,0.45,0.6
hoping,0.45,0.4
horrendous,-0.7,0.87178
horrendously,-0.475,1.92094
horrent,-0.225,1.04403
horrible,-0.625,0.67082
horribleness,-0.6,0.4899
horribles,-0.525,0.7
horribly,-0.6,0.66332
horrid,-0.625,1.0247
horridly,-0.35,1.49666
horridness,-0.575,1.26886
horridnesses,-0.75,1.09545
horrific,-0.85,0.91652
horrifically,-0.725,0.7
horrified,-0.625,0.92195
horrifies,-0.725,1.22066
horrify,-0.625,0.67082
horrifying,-0.675,0.9
horrifyingly,-0.825,0.9
horror,-0.675,1.1
horrors,-0.675,0.64031
hostile,-0.4,1.74356
hostilely,-0.55,0.6
hostiles,-0.325,1.9
hostilities,-0.525,0.53852
hostility,-0.625,0.80623
huckster,-0.225,0.7
hug,0.525,1.04403
huge,0.325,0.9
huggable,0.4,0.66332
hugged,0.425,0.78102
hugger,0.4,0.91652
huggers,0.45,0.6
hugging,0.45,0.74833
hugs,0.55,0.74833
humerous,0.35,1.11355
humiliate,-0.625,1.28452
humiliated,-0.35,2.498
humiliates,-0.25,2.09762
humiliating,-0.3,1.8868
humiliatingly,-0.65,0.4899
humiliation,-0.675,0.78102
humiliations,-0.6,0.66332
humor,0.275,0.53852
humoral,0.15,1.0198
humored,0.3,0.87178
humoresque,0.3,0.6
humoresques,0.225,1.04403
humoring,0.525,0.7
humorist,0.3,0.74833
humoristic,0.375,0.80623
humorists,0.325,0.78102
humorless,-0.325,0.45826
humorlessness,-0.35,1.11355
humorous,0.4,0.4899
humorously,0.575,0.78102
humorousness,0.6,0.66332
humors,0.4,0.4899
humour,0.525,0.9434
humoured,0.275,0.53852
humouring,0.425,0.78102
humourous,0.5,0.7746
hunger,-0.25,1.67332
hurrah,0.65,0.8
hurrahed,0.475,0.53852
hurrahing,0.6,0.4899
hurrahs,0.525,1.44568
hurray,0.675,0.78102
hurrayed,0.45,1.32665
hurraying,0.3,1.66132
hurrays,0.6,1.11355
hurt,-0.6,0.8
hurter,-0.575,0.78102
hurters,-0.475,1.04403
hurtful,-0.6,1.0198
hurtfully,-0.65,0.66332
hurtfulness,-0.475,1.51327
hurting,-0.425,0.78102
hurtle,-0.075,1.1
hurtled,-0.15,0.8
hurtles,-0.25,0.63246
hurtless,0.075,1.55242
hurtling,-0.35,0.8
hurts,-0.525,0.83066
hypocritical,-0.5,0.89443
hysteria,-0.475,0.7
hysterical,-0.025,1.97231
hysterics,-0.45,1.77764
ideal,0.6,1.2
idealess,-0.475,1.3
idealise,0.35,0.91652
idealised,0.525,0.83066
idealises,0.5,0.89443
idealising,0.15,0.4899
idealism,0.425,1.1
idealisms,0.2,0.9798
idealist,0.4,1.56205
idealistic,0.45,0.9798
idealistically,0.425,1.1
idealists,0.175,1.1
idealities,0.375,0.67082
ideality,0.475,0.9434
idealization,0.45,0.9798
idealizations,0.35,0.66332
idealize,0.3,0.9798
idealized,0.45,0.74833
idealizer,0.325,0.9
idealizers,0.475,1.37477
idealizes,0.5,1.0
idealizing,0.35,1.0198
idealless,-0.425,1.00499
ideally,0.45,1.16619
idealogues,0.125,0.92195
idealogy,0.2,1.16619
ideals,0.2,0.6
idiot,-0.575,0.64031
idiotic,-0.65,0.91652
ignorable,-0.25,0.63246
ignorami,-0.475,0.83066
ignoramus,-0.475,0.83066
ignoramuses,-0.575,1.1
ignorance,-0.375,1.20416
ignorances,-0.3,0.9798
ignorant,-0.275,0.83066
ignorantly,-0.4,0.91652
ignorantness,-0.275,1.44568
ignore,-0.375,0.67082
ignored,-0.325,0.45826
ignorer,-0.325,0.45826
ignorers,-0.175,1.00499
ignores,-0.275,0.3
ignoring,-0.425,0.64031
ill,-0.45,0.9798
illegal,-0.65,0.8
illiteracy,-0.475,0.7
illness,-0.425,0.64031
illnesses,-0.55,0.74833
imbecile,-0.55,0.9798
immobilized,-0.3,0.87178
immoral,-0.5,1.09545
immoralism,-0.4,0.91652
immoralist,-0.525,0.3
immoralists,-0.425,0.78102
immoralities,-0.275,1.51327
immorality,-0.15,2.2891
immorally,-0.525,0.7
immortal,0.25,1.73205
immune,0.3,0.74833
impatience,-0.45,0.4
impatiens,-0.05,0.6
impatient,-0.3,0.4
impatiently,-0.425,0.64031
imperfect,-0.325,0.64031
impersonal,-0.325,0.45826
impolite,-0.4,0.66332
impolitely,-0.45,0.6
impoliteness,-0.45,0.87178
impolitenesses,-0.575,0.78102
importance,0.375,0.80623
importancies,0.1,1.42829
importancy,0.35,0.66332
important,0.2,1.07703
importantly,0.325,0.78102
impose,-0.3,0.4
imposed,-0.075,1.41774
imposes,-0.1,1.42829
imposing,-0.1,1.0198
impotent,-0.275,0.3
impress,0.475,0.53852
impressed,0.525,0.3
impresses,0.525,0.3
impressibility,0.3,1.249
impressible,0.2,1.16619
impressing,0.625,0.92195
impression,0.225,0.9434
impressionable,0.05,1.07703
impressionism,0.2,1.07703
impressionisms,0.125,0.80623
impressionist,0.25,1.09545
impressionistic,0.375,1.20416
impressionistically,0.4,0.8
impressionists,0.125,1.43178
impressions,0.225,1.13578
impressive,0.575,0.78102
impressively,0.5,0.89443
impressiveness,0.425,0.64031
impressment,-0.1,1.85472
impressments,0.125,1.20416
impressure,0.15,1.0198
imprisoned,-0.5,1.0
improve,0.475,0.7
improved,0.525,0.7
improvement,0.5,0.63246
improvements,0.325,0.64031
improver,0.45,0.6
improvers,0.325,0.78102
improves,0.45,1.07703
improving,0.45,0.4
inability,-0.425,0.9
inaction,-0.25,0.63246
inadequacies,-0.425,0.64031
inadequacy,-0.425,0.78102
inadequate,-0.425,0.64031
inadequately,-0.25,1.26491
inadequateness,-0.425,0.45826
inadequatenesses,-0.4,0.91652
incapable,-0.4,0.4899
incapacitated,-0.475,0.9434
incensed,-0.5,1.0
incentive,0.375,1.0247
incentives,0.325,1.34536
incompetence,-0.575,0.45826
incompetent,-0.525,0.83066
inconsiderate,-0.475,0.7
inconvenience,-0.375,0.5
inconvenient,-0.35,0.4899
increase,0.325,0.64031
increased,0.275,1.04403
indecision,-0.2,0.6
indecisions,-0.275,0.53852
indecisive,-0.25,0.44721
indecisively,-0.175,1.18743
indecisiveness,-0.325,0.64031
indecisivenesses,-0.225,0.53852
indestructible,0.15,1.85472
indifference,-0.05,0.74833
indifferent,-0.2,0.6
indignant,-0.45,0.74833
indignation,-0.6,0.8
indoctrinate,-0.35,0.91652
indoctrinated,-0.1,1.35647
indoctrinates,-0.15,1.2
indoctrinating,-0.175,1.41774
ineffective,-0.125,1.74642
ineffectively,-0.325,0.9
ineffectiveness,-0.325,0.45826
ineffectual,-0.3,0.4
ineffectuality,-0.4,0.66332
ineffectually,-0.275,0.9434
ineffectualness,-0.325,0.45826
infatuated,0.05,1.72047
infatuation,0.15,1.74356
infected,-0.55,0.6
inferior,-0.425,0.78102
inferiorities,-0.475,0.7
inferiority,-0.275,1.7
inferiorly,-0.5,0.63246
inferiors,-0.125,1.43178
inflamed,-0.35,1.28062
influential,0.475,1.04403
infringement,-0.525,0.83066
infuriate,-0.55,0.87178
infuriated,-0.75,0.7746
infuriates,-0.65,0.8
infuriating,-0.6,1.42829
inhibin,-0.05,0.4
inhibit,-0.4,0.4899
inhibited,-0.1,0.4899
inhibiting,-0.1,1.42829
inhibition,-0.375,0.67082
inhibitions,-0.2,0.74833
inhibitive,-0.35,0.4899
inhibitor,-0.075,1.00499
inhibitors,-0.25,0.7746
inhibitory,-0.25,0.7746
inhibits,-0.225,0.53852
injured,-0.425,0.64031
injury,-0.45,0.6
injustice,-0.675,0.64031
innocence,0.4,0.91652
innocency,0.475,0.83066
innocent,0.35,1.2
innocenter,0.225,1.37477
innocently,0.35,0.8
innocents,0.275,1.04403
innovate,0.55,0.74833
innovates,0.5,0.89443
innovation,0.4,0.91652
innovative,0.475,0.83066
inquisition,-0.3,1.249
inquisitive,0.175,1.18743
insane,-0.425,0.78102
insanity,-0.675,1.00499
insecure,-0.45,0.74833
insecurely,-0.35,0.66332
insecureness,-0.45,0.87178
insecurities,-0.45,0.6
insecurity,-0.45,0.74833
insensitive,-0.225,1.81384
insensitivity,-0.45,0.6
insignificant,-0.35,0.8
insincere,-0.45,0.6
insincerely,-0.475,0.7
insincerity,-0.35,1.35647
insipid,-0.5,0.7746
inspiration,0.6,0.8
inspirational,0.575,0.64031
inspirationally,0.575,0.64031
inspirations,0.525,0.53852
inspirator,0.475,1.22066
inspirators,0.3,0.74833
inspiratory,0.375,0.67082
inspire,0.675,0.78102
inspired,0.55,0.87178
inspirer,0.55,1.07703
inspirers,0.5,0.63246
inspires,0.475,1.04403
inspiring,0.45,1.07703
inspiringly,0.65,0.4899
inspirit,0.475,0.7
inspirited,0.325,1.18743
inspiriting,0.45,0.4
inspiritingly,0.525,1.44568
inspirits,0.2,1.46969
insult,-0.575,1.00499
insulted,-0.575,0.45826
insulter,-0.5,0.63246
insulters,-0.5,0.44721
insulting,-0.55,0.74833
insultingly,-0.575,0.78102
insults,-0.45,0.6
intact,0.2,0.6
integrity,0.4,0.66332
intellect,0.5,1.09545
intellection,0.15,1.0198
intellections,0.2,0.87178
intellective,0.425,0.78102
intellectively,0.2,0.9798
intellects,0.45,0.87178
intellectual,0.575,0.9
intellectualism,0.55,1.07703
intellectualist,0.5,1.0
intellectualistic,0.325,1.73494
intellectualists,0.2,0.74833
intellectualities,0.425,1.34536
intellectuality,0.425,1.1
intellectualization,0.375,1.11803
intellectualize,0.375,0.92195
intellectualized,0.3,0.74833
intellectualizes,0.45,0.87178
intellectualizing,0.2,1.77764
intellectually,0.35,0.8
intellectualness,0.375,0.80623
intellectuals,0.4,0.8
intelligence,0.525,0.9434
intelligencer,0.375,0.80623
intelligencers,0.4,0.91652
intelligences,0.4,0.91652
intelligent,0.5,0.7746
intelligential,0.475,0.9434
intelligently,0.5,0.63246
